review,sentiment,cleaned_review,review_length
Terrible! The quality is bad and poor.,0,terrible quality bad poor,4
superb purchase! Highly recommend. Very great.,1,superb purchase highly recommend great,5
Perfect! Exactly what I needed. fantastic and perfect.,1,perfect exactly needed fantastic perfect,5
Acceptable product. okay but could be better.,1,acceptable product okay could better,5
poor purchase. Completely unsatisfactory. Not recommended.,0,poor purchase completely unsatisfactory recommended,5
Average quality. standard but not horrible.,0,average quality standard horrible,4
amazing purchase! Highly recommend. Very great.,1,amazing purchase highly recommend great,5
Absolutely useless! Worst product ever. So disappointing.,0,absolutely useless worst product ever disappointing,6
Average quality. average but not useless.,0,average quality average useless,4
Hate it! terrible quality and bad service.,0,hate terrible quality bad service,5
Outstanding! The quality is excellent and fantastic.,1,outstanding quality excellent fantastic,4
perfect purchase! Highly recommend. Very wonderful.,1,perfect purchase highly recommend wonderful,5
It's fine. average for the price.,0,fine average price,3
excellent purchase! Highly recommend. Very wonderful.,1,excellent purchase highly recommend wonderful,5
Average quality. acceptable but not useless.,1,average quality acceptable useless,4
Perfect! Exactly what I needed. great and perfect.,1,perfect exactly needed great perfect,5
This product is terrible. Very terrible quality.,0,product terrible terrible quality,4
Outstanding! The quality is brilliant and superb.,1,outstanding quality brilliant superb,4
Excellent! Exceeded expectations. outstanding and excellent.,1,excellent exceeded expectation outstanding excellent,5
This product is okay. It's standard but nothing special.,0,product okay standard nothing special,5
Excellent! Exceeded expectations. wonderful and fantastic.,1,excellent exceeded expectation wonderful fantastic,5
This product is okay. It's standard but nothing special.,1,product okay standard nothing special,5
Poor quality! Below expectations. horrible and defective.,0,poor quality expectation horrible defective,5
Perfect! Exactly what I needed. brilliant and excellent.,1,perfect exactly needed brilliant excellent,5
It's fine. fair for the price.,0,fine fair price,3
Love it! wonderful quality and outstanding service.,1,love wonderful quality outstanding service,5
Perfect! Exactly what I needed. fantastic and superb.,1,perfect exactly needed fantastic superb,5
Disappointing! Very poor and worthless design.,0,disappointing poor worthless design,4
It's fine. acceptable for the price.,1,fine acceptable price,3
Poor quality! Below expectations. terrible and defective.,0,poor quality expectation terrible defective,5
It's fine. average for the price.,1,fine average price,3
Terrible! The quality is disappointing and useless.,0,terrible quality disappointing useless,4
Horrible product! disappointing and awful. Waste of money.,0,horrible product disappointing awful waste money,6
excellent experience! The product is wonderful and works perfectly.,1,excellent experience product wonderful work perfectly,6
useless experience! The product is useless and doesn't work.,0,useless experience product useless doesnt work,6
Horrible product! bad and terrible. Waste of money.,0,horrible product bad terrible waste money,6
Absolutely excellent! Best product I've bought. So amazing.,1,absolutely excellent best product ive bought amazing,7
Excellent! Exceeded expectations. outstanding and outstanding.,1,excellent exceeded expectation outstanding outstanding,5
Excellent! Exceeded expectations. brilliant and excellent.,1,excellent exceeded expectation brilliant excellent,5
Absolutely perfect! Best product I've bought. So fantastic.,1,absolutely perfect best product ive bought fantastic,7
This product is okay. It's moderate but nothing special.,1,product okay moderate nothing special,5
Absolutely perfect! Best product I've bought. So amazing.,1,absolutely perfect best product ive bought amazing,7
Horrible product! useless and unsatisfactory. Waste of money.,0,horrible product useless unsatisfactory waste money,6
useless purchase. Completely bad. Not recommended.,0,useless purchase completely bad recommended,5
This product is terrible. Very terrible quality.,0,product terrible terrible quality,4
Awful! Not what I expected. useless and bad.,0,awful expected useless bad,4
unsatisfactory experience! The product is bad and doesn't work.,0,unsatisfactory experience product bad doesnt work,6
Terrible! The quality is unsatisfactory and worthless.,0,terrible quality unsatisfactory worthless,4
Terrible! The quality is useless and disappointing.,0,terrible quality useless disappointing,4
This product is okay. It's average but nothing special.,0,product okay average nothing special,5
Disappointing! Very bad and bad design.,0,disappointing bad bad design,4
wonderful experience! The product is great and works perfectly.,1,wonderful experience product great work perfectly,6
This product is disappointing. Very unsatisfactory quality.,0,product disappointing unsatisfactory quality,4
This product is okay. It's moderate but nothing special.,0,product okay moderate nothing special,5
This product is awful. Very useless quality.,0,product awful useless quality,4
This product is okay. It's average but nothing special.,0,product okay average nothing special,5
Average quality. standard but not awesome.,0,average quality standard awesome,4
Excellent! Exceeded expectations. awesome and outstanding.,1,excellent exceeded expectation awesome outstanding,5
Awful! Not what I expected. worthless and useless.,0,awful expected worthless useless,4
This product is perfect! perfect quality and great value.,1,product perfect perfect quality great value,6
Terrible! The quality is terrible and useless.,0,terrible quality terrible useless,4
standard product. Does the job. Nothing more.,0,standard product job nothing,4
Acceptable product. moderate but could be better.,0,acceptable product moderate could better,5
Absolutely disappointing! Worst product ever. So worthless.,0,absolutely disappointing worst product ever worthless,6
decent product. Does the job. Nothing more.,1,decent product job nothing,4
Perfect! Exactly what I needed. awesome and excellent.,1,perfect exactly needed awesome excellent,5
This product is amazing! excellent quality and great value.,1,product amazing excellent quality great value,6
Poor quality! Below expectations. poor and unsatisfactory.,0,poor quality expectation poor unsatisfactory,5
Absolutely fantastic! Best product I've bought. So perfect.,1,absolutely fantastic best product ive bought perfect,7
Disappointing! Very terrible and useless design.,0,disappointing terrible useless design,4
horrible experience! The product is worthless and doesn't work.,0,horrible experience product worthless doesnt work,6
